S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
0372	1		GRANATEN, ÜBUNG	Hand oder Gewehr	1	1.2G		1															0	E0	P141														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						GRENADES, PRACTICE	hand or rifle		GRENADES D'EXERCICE	à main ou à fusil		50	0	G	1	372	1	a)	a)	0	
0373	1		SIGNALKÖRPER, HAND		1	1.4S		1.4															0	E0	P135														MP23	MP24																				4	E									CV1	CV2	CV3			S1						SIGNAL DEVICES, HAND			ARTIFICES DE SIGNALISATION À MAIN			0	0	S	1	373	0				
0374	1		FALLLOTE, MIT EXPLOSIVSTOFF		1	1.1D		1															0	E0	P134	LP102													MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						SOUNDING DEVICES, EXPLOSIVE			CAPSULES DE SONDAGE EXPLOSIVES			50	0	D	1	374	1	a)	a)	0	
0375	1		FALLLOTE, MIT EXPLOSIVSTOFF		1	1.2D		1															0	E0	P134	LP102													MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						SOUNDING DEVICES, EXPLOSIVE			CAPSULES DE SONDAGE EXPLOSIVES			50	0	D	1	375	1	a)	a)	0	
0376	1		TREIBLADUNGSANZÜNDER		1	1.4S		1.4															0	E0	P133														MP23																					4	E									CV1	CV2	CV3			S1						PRIMERS, TUBULAR			AMORCES TUBULAIRES			0	0	S	1	376	0				
0377	1		ANZÜNDHÜTCHEN		1	1.1B		1															0	E0	P133														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						PRIMERS, CAP TYPE			AMORCES À PERCUSSION			50	0	B	1	377	1	a)	a)	0	
0378	1		ANZÜNDHÜTCHEN		1	1.4B		1.4															0	E0	P133														MP23																					2	E	V2								CV1	CV2	CV3			S1						PRIMERS, CAP TYPE			AMORCES À PERCUSSION			3	0	B	1	378	0				
0379	1		TREIBLADUNGSHÜLSEN, LEER, MIT TREIBLADUNGSANZÜNDER		1	1.4C		1.4															0	E0	P136														MP22																					2	E	V2								CV1	CV2	CV3			S1						CASES, CARTRIDGE, EMPTY, WITH PRIMER			DOUILLES DE CARTOUCHES VIDES AMORCÉES			3	0	C	1	379	0				
0380	1		GEGENSTÄNDE, PYROPHOR		1	1.2L		1															0	E0	P101														MP1																					0	B	V2								CV1	CV2	CV3	CV4		S1						ARTICLES, PYROPHORIC			OBJETS PYROPHORIQUES				0	L	1	380	1	a)	a)	0	
0381	1		KARTUSCHEN FÜR TECHNISCHE ZWECKE		1	1.2C		1															0	E0	P134	LP102													MP22																					1	B1000C	V2								CV1	CV2	CV3			S1						CARTRIDGES, POWER DEVICE			CARTOUCHES POUR PYROMÉCANISMES			50	0	C	1	381	1	a)	a)	0	
0382	1		BESTANDTEILE, ZÜNDKETTE, N.A.G.		1	1.2B		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						COMPONENTS, EXPLOSIVE TRAIN, N.O.S.			COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.			50	1	B	1	382	1	a)	a)	0	
0383	1		BESTANDTEILE, ZÜNDKETTE, N.A.G.		1	1.4B		1.4				178	274										0	E0	P101														MP2																					2	E	V2								CV1	CV2	CV3			S1						COMPONENTS, EXPLOSIVE TRAIN, N.O.S.			COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.			3	1	B	1	383	0				
0384	1		BESTANDTEILE, ZÜNDKETTE, N.A.G.		1	1.4S		1.4				178	274	347									0	E0	P101														MP2																					4	E									CV1	CV2	CV3			S1						COMPONENTS, EXPLOSIVE TRAIN, N.O.S.			COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.			0	1	S	1	384	0				
0385	1	5-	NITROBENZOTRIAZOL		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1					5-	NITROBENZOTRIAZOL			NITRO-5 BENZOTRIAZOL			50	0	D	1	385	1	a)	a)	0	
0386	1		TRINITROBENZENSULFONSÄURE		1	1.1D		1															0	E0	P112b	P112c								PP26					MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROBENZENESULPHONIC ACID			ACIDE TRINITROBENZÈNE-SULFONIQUE			50	0	D	1	386	1	a)	a)	0	
0387	1		TRINITROFLUORENON		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROFLUORENONE			TRINITROFLUORÉNONE			50	0	D	1	387	1	a)	a)	0	
0388	1		TRINITROTOLUEN IN MISCHUNG MIT TRINITROBENZEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROTOLUENE AND TRINITROBENZENE MIXTURE			TRINITROTOLUÈNE EN MÉLANGE AVEC DU TRINITROBENZÈNE			50	0	D	1	388	1	a)	a)	0	+
0388	2		TNT IN MISCHUNG MIT TRINITROBENZEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TNT AND TRINITROBENZENE MIXTURE			TNT EN MÉLANGE AVEC DU TRINITROBENZÈNE			50	0	D	1	388	1	a)	a)	0	+
0388	3		TRINITROTOLUEN IN MISCHUNG MIT HEXANITROSTILBEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROTOLUENE AND HEXANITROSTILBENE MIXTURE			TRINITROTOLUÈNE EN MÉLANGE AVEC DE L'HEXANITROSTILBÈNE			50	0	D	1	388	1	a)	a)	0	+
0388	4		TNT IN MISCHUNG MIT HEXANITROSTILBEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TNT AND HEXANITROSTILBENE MIXTURE			TNT EN MÉLANGE AVEC DE L'HEXANITROSTILBÈNE			50	0	D	1	388	1	a)	a)	0	+
0388	5				1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									TOLITE EN MÉLANGE AVEC DU TRINITROBENZÈNE		Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	388	1	a)	a)	0	+
0388	6				1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									TOLITE EN MÉLANGE AVEC DE L'HEXANITROSTILBÈNE		Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	388	1	a)	a)	0	+
0389	1		TRINITROTOLUEN IN MISCHUNG MIT TRINITROBENZEN UND HEXANITROSTILBEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROTOLUENE MIXTURE CONTAINING TRINITROBENZENE AND HEXANITROSTILBENE			TRINITROTOLUÈNE EN MÉLANGE AVEC DU TRINITROBENZÈNE ET DE L'HEXANITROSTILBÈNE			50	0	D	1	389	1	a)	a)	0	+
0389	2		TNT IN MISCHUNG MIT TRINITROBENZEN UND HEXANITROSTILBEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TNT MIXTURE CONTAINING TRINITROBENZENE AND HEXANITROSTILBENE			TNT EN MÉLANGE AVEC DU TRINITROBENZÈNE ET DE L'HEXANITROSTILBÈNE			50	0	D	1	389	1	a)	a)	0	+
0389	3				1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									TOLITE EN MÉLANGE AVEC DU TRINITROBENZÈNE ET DE L'HEXANITROSTILBÈNE		Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	389	1	a)	a)	0	+
0390	1		TRITONAL		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRITONAL			TRITONAL			50	0	D	1	390	1	a)	a)	0	
0391	1		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	2		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT HMX, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND HMX MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE LE HMX HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	3		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT OKTOGEN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND OCTOGEN MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE L'OCTOGÈNE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	4		CYCLONIT IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLONITE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	5		CYCLONIT IN MISCHUNG MIT HMX, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND HMX MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLONITE EN MÉLANGE AVEC DE LE HMX HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	6		CYCLONIT IN MISCHUNG MIT OKTOGEN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND OCTOGEN MIXTURE, WETTED	with not less than 15 % water, by mass		CYCLONITE EN MÉLANGE AVEC DE L'OCTOGÈNE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	7		HEXOGEN IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, WETTED	with not less than 15 % water, by mass		HEXOGÈNE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	8		HEXOGEN IN MISCHUNG MIT HMX, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND HMX MIXTURE, WETTED	with not less than 15 % water, by mass		HEXOGÈNE EN MÉLANGE AVEC DE LE HMX HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	9		HEXOGEN IN MISCHUNG MIT OKTOGEN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND OCTOGEN MIXTURE, WETTED	with not less than 15 % water, by mass		HEXOGÈNE EN MÉLANGE AVEC DE L'OCTOGÈNE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	10		RDX IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, WETTED	with not less than 15 % water, by mass		RDX EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	11		RDX IN MISCHUNG MIT HMX, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND HMX MIXTURE, WETTED	with not less than 15 % water, by mass		RDX EN MÉLANGE AVEC DE LE HMX HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	12		RDX IN MISCHUNG MIT OKTOGEN, ANGEFEUCHTET	mit mindestens 15 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND OCTOGEN MIXTURE, WETTED	with not less than 15 % water, by mass		RDX EN MÉLANGE AVEC DE L'OCTOGÈNE HUMIDIFIÉE	avec au moins 15 % (masse) d'eau		50	0	D	1	391	1	a)	a)	0	
0391	13		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	14		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT HMX, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND HMX MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE LE HMX DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	15		CYCLOTRIMETHYLENTRINITRAMIN IN MISCHUNG MIT OKTOGEN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLOTRIMETHYLENETRINITRAMINE AND OCTOGEN MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLOTRIMÉTHYLÈNETRINITRAMINE EN MÉLANGE AVEC DE L'OCTOGÈNE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	16		CYCLONIT IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLONITE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	17		CYCLONIT IN MISCHUNG MIT HMX, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND HMX MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLONITE EN MÉLANGE AVEC DE LE HMX DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	18		CYCLONIT IN MISCHUNG MIT OKTOGEN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						CYCLONITE AND OCTOGEN MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		CYCLONITE EN MÉLANGE AVEC DE L'OCTOGÈNE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	19		HEXOGEN IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		HEXOGÈNE EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	20		HEXOGEN IN MISCHUNG MIT HMX, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND HMX MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		HEXOGÈNE EN MÉLANGE AVEC DE LE HMX DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	21		HEXOGEN IN MISCHUNG MIT OKTOGEN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOGEN AND OCTOGEN MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		HEXOGÈNE EN MÉLANGE AVEC DE L'OCTOGÈNE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	22		RDX IN MISCHUNG MIT CYCLOTETRAMETHYLENTETRANITRAMIN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND CYCLOTETRAMETHYLENETETRANITRAMINE MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		RDX EN MÉLANGE AVEC DE LA CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	23		RDX IN MISCHUNG MIT HMX, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND HMX MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		RDX EN MÉLANGE AVEC DE LE HMX DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0391	24		RDX IN MISCHUNG MIT OKTOGEN, DESENSIBILISIERT	mit mindestens 10 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						RDX AND OCTOGEN MIXTURE, DESENSITIZED	with not less than 10 % phlegmatiser by mass		RDX EN MÉLANGE AVEC DE L'OCTOGÈNE DÉSENSIBILISÉE	avec au moins 10 % (masse) de flegmatisant		50	0	D	1	391	1	a)	a)	0	
0392	1		HEXANITROSTILBEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXANITROSTILBENE			HEXANITROSTILBÈNE			50	0	D	1	392	1	a)	a)	0	
0393	1		HEXOTONAL		1	1.1D		1															0	E0	P112b														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOTONAL			HEXOTONAL			50	0	D	1	393	1	a)	a)	0	
0394	1		TRINITRORESORCINOL, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1D		1															0	E0	P112a									PP26					MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						TRINITRORESORCINOL, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		TRINITRORÉSORCINOL HUMIDIFIÉ	avec au moins 20 % (masse) d'eau ou d'un mélange d'alcool et d'eau		50	0	D	1	394	1	a)	a)	0	-
0394	2		STYPHNINSÄURE, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1D		1															0	E0	P112a									PP26					MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						STYPHNIC ACID, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		ACIDE STYPHNIQUE HUMIDIFIÉ	avec au moins 20 % (masse) d'eau ou d'un mélange d'alcool et d'eau		50	0	D	1	394	1	a)	a)	0	-
0395	1		RAKETENMOTOREN, FLÜSSIGTREIBSTOFF		1	1.2J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKET MOTORS, LIQUID FUELLED			PROPULSEURS À PROPERGOL LIQUIDE			50	0	J	1	395	1	a)	a)	0	
0396	1		RAKETENMOTOREN, FLÜSSIGTREIBSTOFF		1	1.3J		1															0	E0	P101														MP23																					1	C	V2								CV1	CV2	CV3			S1						ROCKET MOTORS, LIQUID FUELLED			PROPULSEURS À PROPERGOL LIQUIDE			50	0	J	1	396	0				
0397	1		RAKETEN, FLÜSSIGTREIBSTOFF	mit Sprengladung	1	1.1J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS, LIQUID FUELLED	with bursting charge		ENGINS AUTOPROPULSÉS À PROPERGOL LIQUIDE	avec charge d'éclatement		50	0	J	1	397	1	a)	a)	0	
0398	1		RAKETEN, FLÜSSIGTREIBSTOFF	mit Sprengladung	1	1.2J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS, LIQUID FUELLED	with bursting charge		ENGINS AUTOPROPULSÉS À PROPERGOL LIQUIDE	avec charge d'éclatement		50	0	J	1	398	1	a)	a)	0	
0399	1		BOMBEN, DIE ENTZÜNDBARE FLÜSSIGKEIT ENTHALTEN	mit Sprengladung	1	1.1J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						BOMBS WITH FLAMMABLE LIQUID	with bursting charge		BOMBES CONTENANT UN LIQUIDE INFLAMMABLE	avec charge d'éclatement		50	0	J	1	399	1	a)	a)	0	
0400	1		BOMBEN, DIE ENTZÜNDBARE FLÜSSIGKEIT ENTHALTEN	mit Sprengladung	1	1.2J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						BOMBS WITH FLAMMABLE LIQUID	with bursting charge		BOMBES CONTENANT UN LIQUIDE INFLAMMABLE	avec charge d'éclatement		50	0	J	1	400	1	a)	a)	0	
0401	1		DIPIKRYLSULFID	trocken	1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						DIPICRYL SULPHIDE	dry		SULFURE DE DIPICRYLE	sec		50	0	D	1	401	1	a)	a)	0	
0401	2		DIPIKRYLSULFID	angefeuchtet mit weniger als 10 Masse-% Wasser	1	1.1D		1															0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						DIPICRYL SULPHIDE	wetted with less than 10 % water, by mass		SULFURE DE DIPICRYLE	humidifié avec moins de 10 % (masse) d'eau		50	0	D	1	401	1	a)	a)	0	
