S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
2024	3		QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T4	III	6.1				43	274										5 L	E1	P001	IBC03	LP01	R001											MP19										L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		MERCURY COMPOUND, LIQUID, N.O.S.			COMPOSÉ LIQUIDE DU MERCURE, N.S.A.			3	1		1	2024	0				+
2025	1		QUECKSILBERVERBINDUNG, FEST, N.A.G.		6.1	T5	I	6.1				43	66	274	529								0	E5	P002	IBC07													MP18		T6				TP33				S10AH		TU15	TE19							AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		MERCURY COMPOUND, SOLID, N.O.S.			COMPOSÉ SOLIDE DE MERCURE, N.S.A.			50	1		1	2025	1	0	a)	0	+
2025	2		QUECKSILBERVERBINDUNG, FEST, N.A.G.		6.1	T5	II	6.1				43	66	274	529								500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH		TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		MERCURY COMPOUND, SOLID, N.O.S.			COMPOSÉ SOLIDE DE MERCURE, N.S.A.			3	1		1	2025	0				+
2025	3		QUECKSILBERVERBINDUNG, FEST, N.A.G.		6.1	T5	III	6.1				43	66	274	529								5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH		TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		MERCURY COMPOUND, SOLID, N.O.S.			COMPOSÉ SOLIDE DE MERCURE, N.S.A.			3	1		1	2025	0				+
2026	1		PHENYLQUECKSILBERVERBINDUNG, N.A.G.		6.1	T3	I	6.1				43	274										0	E5	P002	IBC07													MP18		T6				TP33				S10AH	L10CH	TU14	TU15	TE19	TE21					AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		PHENYLMERCURIC COMPOUND, N.O.S.			COMPOSÉ PHÉNYLMERCURIQUE, N.S.A.			50	1		1	2026	1	0	a)	0	+
2026	2		PHENYLQUECKSILBERVERBINDUNG, N.A.G.		6.1	T3	II	6.1				43	274										500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		PHENYLMERCURIC COMPOUND, N.O.S.			COMPOSÉ PHÉNYLMERCURIQUE, N.S.A.			3	1		1	2026	0				+
2026	3		PHENYLQUECKSILBERVERBINDUNG, N.A.G.		6.1	T3	III	6.1				43	274										5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		PHENYLMERCURIC COMPOUND, N.O.S.			COMPOSÉ PHÉNYLMERCURIQUE, N.S.A.			3	1		1	2026	0				+
2027	1		NATRIUMARSENIT, FEST		6.1	T5	II	6.1				43											500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH		TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		SODIUM ARSENITE, SOLID			ARSÉNITE DE SODIUM SOLIDE			3	0		1	2027	0				+
2028	1		RAUCHBOMBEN, NEBELBOMBEN, NICHT EXPLOSIV	ätzenden flüssigen Stoff enthaltend, ohne Zünder	8	C11		8															0	E0	P803																																			2	E																				BOMBS, SMOKE, NON-EXPLOSIVE	with corrosive liquid, without initiating device		BOMBES FUMIGÈNES NON EXPLOSIVES	contenant un liquide corrosif, sans dispositif d'amorçage		3	0		1	2028	0				
2029	1		HYDRAZIN, WASSERFREI		8	CFT	I	8	3	6.1													0	E0	P001														MP8	MP17																				1	E									CV13	CV28				S2	S14					HYDRAZINE, ANHYDROUS			HYDRAZINE ANHYDRE			50	0		1	2029	1	a)	a)	b)	+
2030	1		HYDRAZIN, WÄSSERIGE LÖSUNG	mit mehr als 37 Masse-% Hydrazin	8	CT1	I	8	6.1			530											0	E0	P001														MP8	MP17	T10				TP2				L10BH										AT	1	C/D									CV13	CV28				S14				886		HYDRAZINE AQUEOUS SOLUTION	with more than 37 % hydrazine by mass		HYDRAZINE EN SOLUTION AQUEUSE	contenant plus de 37 % (masse) d'hydrazine		50	0		1	2030	1	3000	a)	b)	E
2030	2		HYDRAZIN, WÄSSERIGE LÖSUNG	mit mehr als 37 Masse-% Hydrazin	8	CT1	II	8	6.1			530											1 L	E0	P001	IBC02													MP15		T7				TP2				L4BN										AT	2	E									CV13	CV28								86		HYDRAZINE AQUEOUS SOLUTION	with more than 37 % hydrazine by mass		HYDRAZINE EN SOLUTION AQUEUSE	contenant plus de 37 % (masse) d'hydrazine		3	0		1	2030	0				E
2030	3		HYDRAZIN, WÄSSERIGE LÖSUNG	mit mehr als 37 Masse-% Hydrazin	8	CT1	III	8	6.1			530											5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1				L4BN										AT	3	E	V12								CV13	CV28								86		HYDRAZINE AQUEOUS SOLUTION	with more than 37 % hydrazine by mass		HYDRAZINE EN SOLUTION AQUEUSE	contenant plus de 37 % (masse) d'hydrazine		1	0		1	2030	0				E
2031	1		SALPETERSÄURE	andere als rotrauchende, mit mehr als 70 % Säure	8	CO1	I	8	5.1														0	E0	P001									PP81					MP8	MP17	T10				TP2				L10BH		TC6	TT1							AT	1	E									CV24					S14				885		NITRIC ACID	other than red fuming, with more than 70 % nitric acid		ACIDE NITRIQUE	à l'exclusion de l'acide nitrique fumant rouge, contenant plus de 70 % d'acide nitrique		50	0		1	2031	1	3000	a)	b)	-
2031	2		SALPETERSÄURE	andere als rotrauchende, mit mindestens 65 %, aber höchstens 70 % Säure	8	CO1	II	8	5.1														1 L	E2	P001	IBC02								PP81	B15				MP15		T8				TP2				L4BN		TU42								AT	2	E									CV24									85		NITRIC ACID	other than red fuming, with at least 65 %, but not more than 70 % nitric acid		ACIDE NITRIQUE	à l'exclusion de l'acide nitrique fumant rouge, contenant au moins 65 % mais au plus 70 % d'acide nitrique		3	0		1	2031	0				-
2031	3		SALPETERSÄURE	andere als rotrauchende, mit weniger als 65 % Säure	8	C1	II	8															1 L	E2	P001	IBC02								PP81	B15				MP15		T8				TP2				L4BN		TU42								AT	2	E																		80		NITRIC ACID	other than red fuming, with less than 65 % nitric acid		ACIDE NITRIQUE	à l'exclusion de l'acide nitrique fumant rouge, contenant moins de 65 % d'acide nitrique		3	0		1	2031	0				-
2032	1		SALPETERSÄURE, ROTRAUCHEND		8	COT	I	8	5.1	6.1													0	E0	P602														MP8	MP17	T20				TP2				L10BH		TC6	TT1							AT	1	C/D									CV13	CV24	CV28			S14				856		NITRIC ACID, RED FUMING			ACIDE NITRIQUE FUMANT ROUGE			50	0		1	2032	1	3000	a)	b)	-
2033	1		KALIUMMONOXID		8	C6	II	8															1 kg	E2	P002	IBC08								B4					MP10		T3				TP33				SGAN										AT	2	E	V11																	80		POTASSIUM MONOXIDE			MONOXYDE DE POTASSIUM			3	0		1	2033	0				
2034	1		WASSERSTOFF UND METHAN, GEMISCH, VERDICHTET		2	1F		2.1				662											0	E0	P200														MP9		(M)								CxBN(M)		TA4	TT9							FL	2	B/D									CV9	CV10	CV36			S2	S20			23		HYDROGEN AND METHANE MIXTURE, COMPRESSED			HYDROGÈNE ET MÉTHANE EN MÉLANGE COMPRIMÉ			3	0		1	2034	1	3000	a)	b)	-
2035	1	1,1,1-	TRIFLUORETHAN		2	2F		2.1				662											0	E0	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							FL	2	B/D									CV9	CV10	CV36			S2	S20			23	1,1,1-	TRIFLUOROETHANE			TRIFLUORO-1,1,1 ÉTHANE			3	0		1	2035	1	3000	a)	b)	
2035	2		GAS ALS KÄLTEMITTEL R 143a		2	2F		2.1				662											0	E0	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							FL	2	B/D									CV9	CV10	CV36			S2	S20			23		REFRIGERANT GAS R 143a			GAZ RÉFRIGÉRANT R 143a			3	0		1	2035	1	3000	a)	b)	
2036	1		XENON		2	2A		2.2				378	392	662									120 ml	E1	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		XENON			XÉNON			1	0		1	2036	0				
2037	1		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5A		2.2				191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					3	E	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		1	0		1	2037	0				
2037	2		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5A		2.2				191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					3	E	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		1	0		1	2037	0				
2037	3		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5F		2.1				191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					2	D	V14								CV9	CV12				S2						RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		3	0		1	2037	1	a)	a)	b)	
2037	4		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5F		2.1				191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					2	D	V14								CV9	CV12				S2						GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		3	0		1	2037	1	a)	a)	b)	
2037	5		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5O		2.2	5.1			191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					3	E	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		1	0		1	2037	0				
2037	6		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5O		2.2	5.1			191	303	327	344								1 L	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					3	E	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		1	0		1	2037	0				
2037	7		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5T		2.3				303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	8		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5T		2.3				303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	9		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TC		2.3	8			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	10		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TC		2.3	8			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	11		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TF		2.3	2.1			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12				S2						RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	12		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TF		2.3	2.1			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12				S2						GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	13		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TFC		2.3	2.1	8		303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12				S2						RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	14		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TFC		2.3	2.1	8		303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12				S2						GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	15		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TO		2.3	5.1			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	16		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TO		2.3	5.1			303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	17		GEFÄSSE, KLEIN, MIT GAS	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TOC		2.3	5.1	8		303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										RECEPTACLES, SMALL, CONTAINING GAS	without a release device, non-refillable		RÉCIPIENTS DE FAIBLE CAPACITÉ CONTENANT DU GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2037	18		GASPATRONEN	ohne Entnahmeeinrichtung, nicht wiederbefüllbar	2	5TOC		2.3	5.1	8		303	327	344									120 ml	E0	P003	LP200								PP17	PP96	RR6	L2		MP9																					1	D	V14								CV9	CV12										GAS CARTRIDGES	without a release device, non-refillable		CARTOUCHES À GAZ	sans dispositif de détente, non rechargeables		50	0		1	2037	1	a)	a)	0	
2038	1		DINITROTOLUENE, FLÜSSIG		6.1	T1	II	6.1															100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		DINITROTOLUENES, LIQUID			DINITROTOLUÈNES LIQUIDES			3	0		1	2038	0				+
2044	1	2,2-	DIMETHYLPROPAN		2	2F		2.1				662											0	E0	P200														MP9		(M)								PxBN(M)		TA4	TT9							FL	2	B/D									CV9	CV10	CV36			S2	S20			23	2,2-	DIMETHYLPROPANE			DIMÉTHYL-2,2 PROPANE			3	0		1	2044	1	3000	a)	b)	+
2045	1		ISOBUTYRALDEHYD		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		ISOBUTYRALDEHYDE			ISOBUTYRALDÉHYDE			3	0		1	2045	1	3000	a)	b)	
2045	2		ISOBUTYLALDEHYD		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		ISOBUTYL ALDEHYDE			ALDÉHYDE ISOBUTYRIQUE			3	0		1	2045	1	3000	a)	b)	
2046	1		CYMENE		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		CYMENES			CYMÈNES			1	0		1	2046	0				
2047	1		DICHLORPROPENE		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		DICHLOROPROPENES			DICHLOROPROPÈNES			3	0		1	2047	1	3000	a)	b)	E
2047	2		DICHLORPROPENE		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		DICHLOROPROPENES			DICHLOROPROPÈNES			1	0		1	2047	0				E
2048	1		DICYCLOPENTADIEN		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		DICYCLOPENTADIENE			DICYCLOPENTADIÈNE			1	0		1	2048	0				+
2049	1		DIETHYLBENZEN		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		DIETHYLBENZENE			DIÉTHYLBENZÈNE			1	0		1	2049	0				
2050	1		DIISOBUTYLEN, ISOMERE VERBINDUNGEN		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		DIISOBUTYLENE, ISOMERIC COMPOUNDS			COMPOSÉS ISOMÉRIQUES DU DIISOBUTYLÈNE			3	0		1	2050	1	3000	a)	b)	E
2051	1	2-	DIMETHYLAMINOETHANOL		8	CF1	II	8	3														1 L	E2	P001	IBC02													MP15		T7				TP2				L4BN										FL	2	D/E														S2				83	2-	DIMETHYLAMINOETHANOL			DIMÉTHYLAMINO-2 ÉTHANOL			3	0		1	2051	0				-
2052	1		DIPENTEN		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		DIPENTENE			DIPENTÈNE			1	0		1	2052	0				+
2053	1		METHYLISOBUTYLCARBINOL		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		METHYL ISOBUTYL CARBINOL			ALCOOL MÉTHYLAMYLIQUE			1	0		1	2053	0				-
2054	1		MORPHOLIN		8	CF1	I	8	3														0	E0	P001														MP8	MP17	T10				TP2				L10BH										FL	1	D/E														S2	S14			883		MORPHOLINE			MORPHOLINE			50	0		1	2054	1	3000	a)	b)	-
2055	1		STYREN, MONOMER, STABILISIERT		3	F1	III	3				386	676										5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V8	V12												S2	S4			39		STYRENE MONOMER, STABILIZED			STYRÈNE MONOMÈRE STABILISÉ			1	0		1	2055	0				-
2056	1		TETRAHYDROFURAN		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		TETRAHYDROFURAN			TÉTRAHYDROFURANNE			3	0		1	2056	1	3000	a)	b)	-
2057	1		TRIPROPYLEN		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		TRIPROPYLENE			TRIPROPYLÈNE			3	0		1	2057	1	3000	a)	b)	
2057	2		TRIPROPYLEN		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	D/E	V12													S2				30		TRIPROPYLENE			TRIPROPYLÈNE			1	0		1	2057	0				
2058	1		VALERALDEHYD		3	F1	II	3															1 L	E2	P001	IBC02	R001												MP19		T4				TP1				LGBF										FL	2	D/E														S2	S20			33		VALERALDEHYDE			VALÉRALDÉHYDE			3	0		1	2058	1	3000	a)	b)	
2059	1		NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR	mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose	3	D	I	3				28	198	531									0	E0	P001														MP7	MP17	T11				TP1	TP8	TP27		L4BN										FL	1	B														S2	S14			33		NITROCELLULOSE SOLUTION, FLAMMABLE	with not more than 12.6 % nitrogen, by dry mass, and not more than 55 % nitrocellulose		NITROCELLULOSE EN SOLUTION INFLAMMABLE	contenant au plus 12,6 % (rapporté à la masse sèche) d'azote et 55 % de nitrocellulose		50	0		1	2059	1	3000	a)	0	-
2059	2		NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR	mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose (Dampfdruck bei 50 °C größer als 110 kPa)	3	D	II	3				28	198	531	640C								1 L	E0	P001	IBC02													MP19		T4				TP1	TP8			L1,5BN										FL	2	B														S2	S14			33		NITROCELLULOSE SOLUTION, FLAMMABLE	with not more than 12.6 % nitrogen, by dry mass, and not more than 55 % nitrocellulose (vapour pressure at 50 °C more than 110 kPa)		NITROCELLULOSE EN SOLUTION INFLAMMABLE	contenant au plus 12,6 % (rapporté à la masse sèche) d'azote et 55 % de nitrocellulose (pression de vapeur à 50 °C supérieure à 110 kPa)		3	0		1	2059	1	3000	a)	0	-
2059	3		NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR	mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose (Dampfdruck bei 50 °C höchstens 110 kPa)	3	D	II	3				28	198	531	640D								1 L	E0	P001	IBC02	R001												MP19		T4				TP1	TP8			LGBF										FL	2	B														S2	S14			33		NITROCELLULOSE SOLUTION, FLAMMABLE	with not more than 12.6 % nitrogen, by dry mass, and not more than 55 % nitrocellulose (vapour pressure at 50 °C not more than 110 kPa)		NITROCELLULOSE EN SOLUTION INFLAMMABLE	contenant au plus 12,6 % (rapporté à la masse sèche) d'azote et 55 % de nitrocellulose (pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	0		1	2059	1	3000	a)	0	-
2059	4		NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR	mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose	3	D	III	3				28	198	531									5 L	E0	P001	IBC03	LP01	R001											MP19		T2				TP1				LGBF										FL	3	B	V12													S2	S14			30		NITROCELLULOSE SOLUTION, FLAMMABLE	with not more than 12.6 % nitrogen, by dry mass, and not more than 55 % nitrocellulose		NITROCELLULOSE EN SOLUTION INFLAMMABLE	contenant au plus 12,6 % (rapporté à la masse sèche) d'azote et 55 % de nitrocellulose		1	0		1	2059	1	0	a)	0	-
2067	1		AMMONIUMNITRATHALTIGES DÜNGEMITTEL		5.1	O2	III	5.1				306	307										5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1	BK1	BK2	BK3	TP33				SGAV		TU3								AT	3	E				VC1	VC2	AP6	AP7		CV24					S23				50		AMMONIUM NITRATE BASED FERTILIZER			ENGRAIS AU NITRATE D'AMMONIUM			1	0		1	2067	1	3000	3000	b)	
2071	1		AMMONIUMNITRATHALTIGES DÜNGEMITTEL		9	M11						193																																																																					AMMONIUM NITRATE BASED FERTILIZER			ENGRAIS AU NITRATE D'AMMONIUM				0		1	2071	0				
2073	1		AMMONIAKLÖSUNG	in Wasser, relative Dichte kleiner als 0,880 bei 15 °C, mit mehr als 35 %, aber höchstens 50 % Ammoniak	2	4A		2.2															120 ml	E0	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	E									CV9	CV10								20		AMMONIA SOLUTION	relative density less than 0.880 at 15 °C in water, with more than 35 % but not more than 50 % ammonia		AMMONIAC EN SOLUTION AQUEUSE	de densité relative inférieure à 0,880 à 15 °C contenant plus de 35 % mais au plus 50 % d'ammoniac		1	0		1	2073	0				+
2074	1		ACRYLAMID, FEST		6.1	T2	III	6.1															5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		ACRYLAMIDE, SOLID			ACRYLAMIDE, SOLIDE			3	0		1	2074	0				-
2075	1		CHLORAL, WASSERFREI, STABILISIERT		6.1	T1	II	6.1															100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			69		CHLORAL, ANHYDROUS, STABILIZED			CHLORAL ANHYDRE STABILISÉ			3	0		1	2075	0				
2076	1		CRESOLE, FLÜSSIG		6.1	TC1	II	6.1	8														100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			68		CRESOLS, LIQUID			CRÉSOLS LIQUIDES			3	0		1	2076	0				-
